make,model,title,price,mileage,year,transmission,fuel_type,reviews,rating,color,doors,body_type,distance
Ford,Kuga,Ford Kuga  2.0 TDCi (Diesel) Titanium 5dr 6Spd 150PS,13771,42524,2017,Manual,Diesel,31.0,4.5,Silver,5,4x4,11 miles
Vauxhall,Corsa,Vauxhall Corsa  1.4 Se Nav 5dr Auto,13845,11437,2019,Automatic,Petrol,268.0,4.0,Blue,5,Hatchback,11 miles
Mini,Clubman,Mini Clubman  2.0 Cooper S 6dr Estate,13895,56848,2016,Manual,Petrol,12.0,4.5,Silver,6,Estate,11 miles
Ford,Fiesta-Vignale,Ford Fiesta-Vignale Fiesta 1.0 T EcoBoost Vignale Edition 5dr 6Spd 125PS,13945,29761,2018,Manual,Petrol,373.0,4.0,White,5,Hatchback,11 miles
Peugeot,508,Peugeot 508  2.0 BlueHDi 180 GT 5dr Auto Estate,14195,49500,2016,Automatic,Diesel,23.0,4.5,Grey,5,Estate,11 miles
Ford,Fiesta,Ford Fiesta  1.0 T EcoBoost ST-Line Edition 5dr 6Spd 125PS,14245,17276,2019,Manual,Petrol,373.0,4.0,White,5,Hatchback,11 miles
Citroen,Grand C4 Picasso,Citroen Grand C4 Picasso  1.6 BlueHDi Flair 5dr EAT6 Estate,14460,52068,2016,Automatic,Diesel,25.0,4.0,Grey,5,Estate,11 miles
Citroen,Grand C4 Picasso,Citroen Grand C4 Picasso  1.6 BlueHDi Flair 5dr Estate,14769,37000,2016,Manual,Diesel,25.0,4.0,Red,5,Estate,11 miles
Nissan,Qashqai,Nissan Qashqai  1.2 DiG-T N-Connecta 5dr Xtronic Hatchback,14895,33319,2016,Automatic,Petrol,100.0,4.5,White,5,Hatchback,11 miles
Ford,Mondeo Vignale,Ford Mondeo Vignale Mondeo 2.0TDCi Vignale 4dr Pshift 180PS,15091,52178,2016,Automatic,Diesel,295.0,4.5,Grey,4,Saloon,11 miles
Hyundai,Santa Fe,Hyundai Santa Fe  2.2 CRDi Premium 5dr Auto [5 Seats] Estate,15495,54000,2015,Automatic,Diesel,26.0,4.5,Blue,5,Estate,11 miles
Peugeot,2008,Peugeot 2008  1.2 PureTech Signature 5dr [Start Stop] Estate,15594,19147,2019,Manual,Petrol,14.0,4.5,Grey,5,Estate,11 miles
Peugeot,308,Peugeot 308  1.6 THP 270 GTi 5dr Hatchback,15935,46875,2017,Manual,Petrol,51.0,4.0,White,5,Hatchback,11 miles
Ford,Ecosport,Ford Ecosport  1.0 EcoBoost ST-Line 5dr 6Spd 125PS,15995,14060,2019,Manual,Petrol,3.0,4.5,Silver,5,Hatchback,11 miles
Nissan,Qashqai,Nissan Qashqai  1.3 DiG-T Tekna 5dr Hatchback,16245,50080,2019,Manual,Petrol,100.0,4.5,Grey,5,Hatchback,11 miles
Volkswagen,Golf,Volkswagen Golf  1.4 TSI 150 GT 5dr DSG Estate,16245,24547,2016,Automatic,Petrol,157.0,4.5,Silver colour,5,Estate,11 miles
MG,ZS,MG ZS  1.0T GDi Exclusive 5dr DCT Hatchback,16398,8742,2019,Automatic,Petrol,12.0,4.0,Red,5,Hatchback,11 miles
Ford,Kuga,Ford Kuga  2.0 L TDCi Titanium 5dr 6Spd 150PS,16445,35615,2018,Manual,Diesel,31.0,4.5,Black,5,4x4,11 miles
Kia,Sportage,Kia Sportage  2.0 CRDi KX-3 5dr Auto Estate,16487,42512,2017,Automatic,Diesel,45.0,4.5,Red,5,Estate,11 miles
Ford,Ecosport,Ford Ecosport  1.0 L EcoBoost ST-Line 5dr 6Spd 140PS,16646,17700,2020,Manual,Petrol,3.0,4.5,White,5,Hatchback,11 miles
Kia,Sportage,Kia Sportage  1.6 GDi ISG Edition 25 5dr Estate,16995,31855,2019,Manual,Petrol,45.0,4.5,Grey,5,Estate,11 miles
Audi,A3,Audi A3  30 TDI 116 SE Technik 5dr S Tronic Hatchback,17222,35194,2018,Automatic,Diesel,76.0,4.5,White,5,Hatchback,11 miles
Audi,A1,Audi A1  1.4 TFSI S Line Nav 5dr S Tronic Hatchback,17695,20161,2018,Automatic,Petrol,32.0,4.5,Black,5,Hatchback,11 miles
Volkswagen,T-Roc,Volkswagen T-Roc  1.0 TSI Design 5dr Hatchback,17695,18144,2018,Manual,Petrol,1.0,5.0,White colour,5,Hatchback,11 miles
Hyundai,Tucson,Hyundai Tucson  1.6 T-GDi Premium SE 5dr DCT Estate,17845,43373,2015,Automatic,Petrol,11.0,4.5,Blue,5,Estate,11 miles
Peugeot,3008,Peugeot 3008  1.2 PureTech Allure 5dr Estate,17845,23320,2019,Manual,Petrol,28.0,4.5,Red,5,Estate,11 miles
Nissan,Qashqai,Nissan Qashqai  1.2 DiG-T N-Connecta 5dr Xtronic Hatchback,17945,22825,2017,Automatic,Petrol,100.0,4.5,Silver,5,Hatchback,11 miles
Ford,Focus,Ford Focus   1.0 EcoBoost Hybrid mHEV 125 Active Edition 5dr,17995,10326,2021,Manual,Petrol,620.0,4.0,Blue,5,Hatchback,11 miles
Volkswagen,Golf,Volkswagen Golf  1.5 TSI EVO 150 GT 5dr DSG Hatchback,17995,21616,2017,Automatic,Petrol,157.0,4.5,White colour,5,Hatchback,11 miles
Mercedes-Benz,GLA,Mercedes-Benz GLA  Class GLA 250 4Matic AMG Line 5dr Auto [Premium Plus] Hatchback,18445,54620,2015,Automatic,Petrol,1.0,5.0,White,5,Hatchback,11 miles
Peugeot,2008,Peugeot 2008  1.5 BlueHDi GT Line 5dr Estate,18495,40009,2020,Manual,Diesel,14.0,4.5,White,5,Estate,11 miles
Nissan,Qashqai,Nissan Qashqai  1.5 dCi N-Connecta 5dr,18945,15647,2019,Manual,Diesel,100.0,4.5,Grey,5,Hatchback,11 miles
Peugeot,208,Peugeot 208  1.2 PureTech 100 GT Line 5dr EAT8 Hatchback,19145,16200,2020,Automatic,Petrol,24.0,4.5,Yellow,5,Hatchback,11 miles
Peugeot,3008,Peugeot 3008  1.5 BlueHDi Allure 5dr EAT8 Estate,19495,43703,2020,Automatic,Diesel,28.0,4.5,Black,5,Estate,11 miles
Volkswagen,Tiguan,Volkswagen Tiguan  2.0 TDi 150 4Motion SE Nav 5dr DSG Estate,19695,36419,2017,Automatic,Diesel,34.0,4.5,Red colour,5,Estate,11 miles
Peugeot,208,Peugeot 208  1.2 PureTech 130 GT Line 5dr EAT8 Hatchback,20495,9122,2020,Automatic,Petrol,24.0,4.5,Grey,5,Hatchback,11 miles
Mercedes-Benz,C Class,Mercedes-Benz C Class  C250d AMG Line Premium Plus 4dr Auto Saloon,20995,36000,2016,Automatic,Diesel,144.0,4.5,White,4,Saloon,11 miles
Ford,Galaxy,Ford Galaxy   2.0 EcoBlue 190 Titanium X 5dr Auto,21819,58467,2019,Automatic,Diesel,43.0,4.0,Grey,5,Mpv,11 miles
Citroen,Berlingo,Citroen Berlingo  1.6 BlueHDi 625Kg LX 100ps,10995,17502,2016,Manual,Diesel,47.0,4.0,White,0,Van,11 miles
Ford,Transit Custom,Ford Transit Custom  2.0 EcoBlue 130ps High Roof Trend Van,16995,69800,2019,Manual,Diesel,15.0,4.0,Silver,5,Panel van,11 miles
Ford,Transit Custom,Ford Transit Custom  2.0 EcoBlue 130ps Low Roof Trend Van,17245,63800,2019,Manual,Diesel,15.0,4.0,Silver,0,Van,11 miles
Citroen,Berlingo,Citroen Berlingo  1.2 PureTech 1000Kg Enterprise 110ps [Start stop],17745,10426,2021,Manual,Petrol,47.0,4.0,Grey,5,Panel van,11 miles
Peugeot,Expert,Peugeot Expert  1400 2.0 BlueHDi 120 Crew Van,18995,33681,2019,Manual,Diesel,2.0,4.5,White,5,Panel van,11 miles
Peugeot,Partner,Peugeot Partner  625 S 1.6 BlueHDi 75 Van,18995,10461,2021,Manual,Diesel,23.0,4.5,Grey,0,Van,11 miles
Ford,Transit Custom,Ford Transit Custom  2.0 EcoBlue 130ps Low Roof D/Cab Limited Van,23995,24981,2018,Manual,Diesel,15.0,4.0,White,5,Combi van,11 miles
Peugeot,208,Peugeot 208  100kW Allure Premium 50kWh 5dr Auto Hatchback,24495,3831,2022,Automatic,Electric,24.0,4.5,Red,5,Hatchback,11 miles
Peugeot,208,Peugeot 208  100kW Allure Premium 50kWh 5dr Auto Hatchback,24495,3203,2021,Automatic,Electric,24.0,4.5,Grey,5,Hatchback,11 miles
Ford,Transit,Ford Transit  2.0 EcoBlue 130ps Chassis Cab,26495,38250,2020,Manual,Diesel,15.0,4.0,Blue,0,Chassis cab,11 miles
Citroen,C4,Citroen C4  100kW Shine 50kWh 5dr Auto Hatchback,26695,4347,2022,Automatic,Electric,42.0,4.0,Brown,5,Hatchback,11 miles
Peugeot,208,Peugeot 208  100kW GT 50kWh 5dr Auto [11kWCh] Hatchback,27795,9525,2022,Automatic,Electric,24.0,4.5,Special metallic - nera black,5,Hatchback,11 miles
Peugeot,2008,Peugeot 2008  100kW GT 50kWh 5dr Auto Estate,30486,5923,2022,Automatic,Electric,14.0,4.5,Special metallic - nera black,5,Estate,11 miles
Peugeot,208,Peugeot 208  100kW GT Premium 50kWh 5dr Auto Hatchback,30495,829,2022,Automatic,Electric,24.0,4.5,Special - elixir red,5,Hatchback,11 miles
Peugeot,2008,Peugeot 2008  100kW GT Premium 50kWh 5dr Auto Estate,30795,5172,2022,Automatic,Electric,14.0,4.5,Special metallic - nera black,5,Estate,11 miles
Citroen,C5-aircross,Citroen C5-aircross  1.6 Plug-in Hybrid Shine 5dr e-EAT8 Hatchback,31395,5473,2022,Automatic,Petrol / electric hy,61.0,4.5,Metallic - cumulus grey,5,Hatchback,11 miles
Peugeot,208,Peugeot 208  100kW GT Premium 50kWh 5dr Auto Hatchback,31494,5338,2022,Automatic,Electric,24.0,4.5,Special metallic - nera black,5,Hatchback,11 miles
Peugeot,3008,Peugeot 3008  1.2 PureTech GT 5dr EAT8 Estate,32547,5841,2022,Automatic,Petrol,28.0,4.5,Metallic - celebes blue,5,Estate,11 miles
Peugeot,3008,Peugeot 3008  1.2 PureTech GT Premium 5dr EAT8 Estate,32994,10,2022,Automatic,Petrol,28.0,4.5,Special paint - ultimate red,5,Estate,11 miles
Peugeot,5008,Peugeot 5008  1.5 BlueHDi GT 5dr Estate,33995,10,2022,Manual,Diesel,13.0,4.5,Special metallic - nimbus grey,5,Estate,11 miles
Peugeot,5008,Peugeot 5008  1.5 BlueHDi GT Premium 5dr EAT8 Estate,36495,9166,2022,Automatic,Diesel,13.0,4.5,Varnish - ultimate red,5,Estate,11 miles
Citroen,C5 X,Citroen C5 X  1.6 Plug-in Hybrid 225 Shine Plus 5dr e-EAT8 Estate,36995,6798,2022,Automatic,Petrol / electric hy,61.0,4.5,Pearl - pearl white,5,Estate,11 miles
Peugeot,3008,Peugeot 3008  1.6 Hybrid4 300 GT 5dr e-EAT8 Estate,39987,2603,2022,Automatic,Petrol / electric hy,28.0,4.5,Special metallic - cumulus grey,5,Estate,11 miles
Peugeot,3008,Peugeot 3008  1.6 Hybrid4 300 GT 5dr e-EAT8 Estate,39987,956,2022,Automatic,Petrol / electric hy,28.0,4.5,Pearl - pearl white,5,Estate,11 miles
FORD,FIESTA,FORD FIESTA 1.6 ZETEC S 3d 118 BHP,4784,74104,2011,Manual,Petrol,373.0,4.0,White,3,Hatchback,12 miles
FORD,B-MAX,FORD B-MAX 1.6 ZETEC TDCI 5d 96 BHP,5350,91214,2014,Manual,Diesel,18.0,4.5,Grey,5,Mpv,12 miles
